year, MPeople
1900,72.03495951078634
1901.008403361345,73.00954696498397
1902.016806722689,73.99679261312386
1903.025210084034,74.99685402093964
1904.033613445378,76.00989063042454
1905.042016806723,77.03606378115742
1906.050420168067,78.0755367318618
1907.058823529412,79.12847468220924
1908.067226890756,80.19504479483648
1909.075630252101,81.27541621762283
1910.084033613445,82.36976010620198
1911.09243697479,83.47824964670281
1912.100840336135,84.60106007875899
1913.109243697479,85.7383687187409
1914.117647058823,86.89035498327168
1915.126050420168,88.0572004129555
1916.134453781513,89.23908869640057
1917.142857142857,90.43620569447893
1918.151260504202,91.64873946483119
1919.159663865546,92.87688028669963
1920.168067226891,94.12082068593486
1921.176470588235,95.38075546035456
1922.18487394958,96.65688170531924
1923.193277310924,97.9493988396283
1924.201680672269,99.25850863163085
1925.210084033613,100.5844152256965
1926.218487394958,101.9273251688949
1927.226890756303,103.2874474380139
1928.235294117647,104.6649934668393
1929.243697478992,106.0601771737312
1930.252100840336,107.4732149895048
1931.260504201681,108.9043258856001
1932.268907563025,110.3537314025583
1933.27731092437,111.8216556787842
1934.285714285714,113.3083254796523
1935.294117647059,114.8139702268825
1936.302521008403,116.3388220282553
1937.310924369748,117.883115707642
1938.319327731092,119.4470888353403
1939.327731092437,121.0309817587339
1940.336134453782,122.6350376333034
1941.344537815126,124.2595024539389
1942.35294117647,125.904625086589
1943.361344537815,127.5706573002668
1944.36974789916,129.2578537993712
1945.378151260504,130.9664722563538
1946.386554621849,132.6967733447624
1947.394957983193,134.4490207725898
1948.403361344538,136.2234813159985
1949.411764705882,138.0204248534248
1950.420168067227,139.840124399995
1951.428571428571,141.6828561423272
1952.436974789916,143.5488994737375
1953.44537815126,145.438537029759
1954.453781512605,147.3520547240624
1955.46218487395,149.2897417847693
1956.470588235294,151.2518907911275
1957.478991596639,153.2387977105815
1958.487394957983,155.2507619362247
1959.495798319328,157.2880863246724
1960.504201680672,159.3510772342939
1961.512605042017,161.4400445638775
1962.521008403361,163.5553017917035
1963.529411764706,165.6971660149894
1964.53781512605,167.8659579898163
1965.546218487395,170.062002171398
1966.55462184874,172.285626754816
1967.563025210084,174.5371637162052
1968.571428571429,176.81694885431
1969.579831932773,179.1253218325073
1970.588235294118,181.4626262213124
1971.596638655462,183.8292095412172
1972.605042016807,186.2254233061143
1973.613445378151,188.6516230670679
1974.621848739496,191.1081684565878
1975.63025210084,193.5954232333779
1976.638655462185,196.1137553275131
1977.64705882353,198.6635368861042
1978.655462184874,201.2451443194781
1979.663865546218,203.8589583477673
1980.672268907563,206.5053640480337
1981.680672268908,209.1847509018797
1982.689075630252,211.8975128435417
1983.697478991597,214.6440483084851
1984.705882352941,217.4247602825032
1985.714285714286,220.240056351358
1986.72268907563,223.090348750868
1987.731092436975,225.976054417604
1988.739495798319,228.8975950400352
1989.747899159664,231.8553971102172
1990.756302521008,234.8498919760946
1991.764705882353,237.8815158942417
1992.773109243697,240.9507100831804
1993.781512605042,244.0579207772971
1994.789915966387,247.203599281272
1995.798319327731,250.3882020250763
1996.806722689076,253.6121906195235
1997.81512605042,256.8760319124587
1998.823529411765,260.1801980454499
1999.831932773109,263.5251665110995
2000.840336134454,266.9114202109692
2001.848739495798,270.3394475140353
2002.857142857143,273.8097423158363
2003.865546218487,277.3228040981459
2004.873949579832,280.8791379893143
2005.882352941177,284.4792548251983
2006.890756302521,288.1236712107753
2007.899159663865,291.8129095822676
2008.90756302521,295.5474982700439
2009.915966386555,299.32797156211
2010.924369747899,303.1548697682079
2011.932773109244,307.0287392846408
2012.941176470588,310.9501326597365
2013.949579831933,314.9196086599558
2014.957983193277,318.9377323367302
2015.966386554622,323.0050750939035
2016.974789915966,327.1222147559992
2017.983193277311,331.2897356370217
2018.991596638655,335.5082286100803
2020,339.7782911776583
